chr20	1000000	1000000	222
chr20	1000000	2000000	5
chr20	2000000	2000000	251
chr20	2000000	3000000	1
chr20	3000000	3000000	228
chr20	3000000	4000000	3
chr20	4000000	4000000	260
chr20	4000000	5000000	1
chr20	5000000	5000000	197
chr20	6000000	6000000	232
chr20	4000000	7000000	1
chr20	5000000	7000000	2
chr20	6000000	7000000	3
chr20	7000000	7000000	202
chr20	6000000	8000000	2
chr20	7000000	8000000	5
chr20	8000000	8000000	256
chr20	6000000	9000000	1
chr20	8000000	9000000	2
chr20	9000000	9000000	209
chr20	8000000	10000000	1
chr20	9000000	10000000	7
chr20	10000000	10000000	228
chr20	8000000	11000000	1
chr20	9000000	11000000	1
chr20	10000000	11000000	12
chr20	11000000	11000000	224
chr20	9000000	12000000	9
chr20	10000000	12000000	2
chr20	11000000	12000000	4
chr20	12000000	12000000	228
chr20	9000000	13000000	2
chr20	10000000	13000000	3
chr20	11000000	13000000	5
chr20	12000000	13000000	1
chr20	13000000	13000000	205
chr20	14000000	14000000	256
chr20	12000000	15000000	1
chr20	14000000	15000000	2
chr20	15000000	15000000	226
chr20	15000000	16000000	1
chr20	16000000	16000000	242
chr20	14000000	17000000	1
chr20	16000000	17000000	4
chr20	17000000	17000000	236
chr20	11000000	18000000	1
chr20	16000000	18000000	2
chr20	17000000	18000000	2
chr20	18000000	18000000	224
chr20	14000000	19000000	1
chr20	15000000	19000000	4
chr20	19000000	19000000	243
chr20	18000000	20000000	3
chr20	19000000	20000000	7
chr20	20000000	20000000	234
chr20	13000000	21000000	1
chr20	19000000	21000000	1
chr20	20000000	21000000	8
chr20	21000000	21000000	230
chr20	18000000	22000000	1
chr20	20000000	22000000	6
chr20	21000000	22000000	2
chr20	22000000	22000000	240
chr20	21000000	23000000	2
chr20	22000000	23000000	6
chr20	23000000	23000000	244
chr20	22000000	24000000	1
chr20	23000000	24000000	6
chr20	24000000	24000000	238
chr20	6000000	25000000	1
chr20	7000000	25000000	1
chr20	19000000	25000000	2
chr20	20000000	25000000	1
chr20	23000000	25000000	2
chr20	24000000	25000000	6
chr20	25000000	25000000	194
chr20	22000000	26000000	1
chr20	24000000	26000000	1
chr20	25000000	26000000	1
chr20	26000000	26000000	33
chr20	25000000	29000000	4
chr20	29000000	29000000	90
chr20	20000000	30000000	2
chr20	30000000	30000000	222
chr20	30000000	31000000	3
chr20	31000000	31000000	248
chr20	31000000	32000000	2
chr20	32000000	32000000	221
chr20	31000000	33000000	2
chr20	32000000	33000000	3
chr20	33000000	33000000	253
chr20	32000000	34000000	2
chr20	33000000	34000000	6
chr20	34000000	34000000	201
chr20	31000000	35000000	2
chr20	33000000	35000000	2
chr20	34000000	35000000	4
chr20	35000000	35000000	213
chr20	33000000	36000000	4
chr20	34000000	36000000	1
chr20	35000000	36000000	3
chr20	36000000	36000000	262
chr20	31000000	37000000	3
chr20	36000000	37000000	2
chr20	37000000	37000000	258
chr20	31000000	38000000	2
chr20	36000000	38000000	1
chr20	37000000	38000000	1
chr20	38000000	38000000	258
chr20	7000000	39000000	1
chr20	37000000	39000000	3
chr20	38000000	39000000	5
chr20	39000000	39000000	232
chr20	38000000	40000000	2
chr20	39000000	40000000	1
chr20	40000000	40000000	226
chr20	31000000	41000000	1
chr20	38000000	41000000	1
chr20	40000000	41000000	6
chr20	41000000	41000000	261
chr20	3000000	42000000	1
chr20	39000000	42000000	2
