chr22	16000000	16000000	23
chr22	16000000	17000000	2
chr22	17000000	17000000	170
chr22	16000000	18000000	1
chr22	17000000	18000000	6
chr22	18000000	18000000	153
chr22	18000000	19000000	3
chr22	19000000	19000000	237
chr22	19000000	20000000	3
chr22	20000000	20000000	137
chr22	20000000	21000000	6
chr22	21000000	21000000	110
chr22	20000000	22000000	5
chr22	21000000	22000000	1
chr22	22000000	22000000	195
chr22	22000000	23000000	5
chr22	23000000	23000000	204
chr22	21000000	24000000	4
chr22	22000000	24000000	2
chr22	23000000	24000000	7
chr22	24000000	24000000	205
chr22	18000000	25000000	1
chr22	19000000	25000000	1
chr22	21000000	25000000	2
chr22	22000000	25000000	2
chr22	23000000	25000000	2
chr22	24000000	25000000	9
chr22	25000000	25000000	181
chr22	20000000	26000000	1
chr22	21000000	26000000	1
chr22	22000000	26000000	1
chr22	23000000	26000000	2
chr22	24000000	26000000	1
chr22	25000000	26000000	1
chr22	26000000	26000000	222
chr22	17000000	27000000	2
chr22	22000000	27000000	1
chr22	24000000	27000000	1
chr22	26000000	27000000	5
chr22	27000000	27000000	201
chr22	17000000	28000000	1
chr22	25000000	28000000	1
chr22	27000000	28000000	7
chr22	28000000	28000000	195
chr22	22000000	29000000	1
chr22	23000000	29000000	4
chr22	27000000	29000000	2
chr22	28000000	29000000	4
chr22	29000000	29000000	242
chr22	22000000	30000000	3
chr22	29000000	30000000	2
chr22	30000000	30000000	250
chr22	22000000	31000000	2
chr22	23000000	31000000	5
chr22	27000000	31000000	2
chr22	29000000	31000000	1
chr22	30000000	31000000	6
chr22	31000000	31000000	207
chr22	16000000	32000000	1
chr22	17000000	32000000	1
chr22	18000000	32000000	1
chr22	24000000	32000000	1
chr22	27000000	32000000	2
chr22	31000000	32000000	1
chr22	32000000	32000000	206
chr22	16000000	33000000	1
chr22	18000000	33000000	3
chr22	30000000	33000000	1
chr22	31000000	33000000	1
chr22	32000000	33000000	3
chr22	33000000	33000000	193
chr22	26000000	34000000	1
chr22	27000000	34000000	1
chr22	32000000	34000000	1
chr22	33000000	34000000	4
chr22	34000000	34000000	204
chr22	18000000	35000000	1
chr22	27000000	35000000	3
chr22	28000000	35000000	1
chr22	32000000	35000000	3
chr22	34000000	35000000	1
chr22	35000000	35000000	231
chr22	17000000	36000000	2
chr22	18000000	36000000	1
chr22	29000000	36000000	7
chr22	30000000	36000000	1
chr22	32000000	36000000	4
chr22	35000000	36000000	5
chr22	36000000	36000000	229
chr22	17000000	37000000	1
chr22	18000000	37000000	3
chr22	26000000	37000000	3
chr22	27000000	37000000	2
chr22	29000000	37000000	1
chr22	30000000	37000000	1
chr22	32000000	37000000	1
chr22	33000000	37000000	1
chr22	34000000	37000000	1
chr22	35000000	37000000	2
chr22	36000000	37000000	3
chr22	37000000	37000000	213
chr22	20000000	38000000	2
chr22	32000000	38000000	2
chr22	35000000	38000000	1
chr22	36000000	38000000	2
chr22	38000000	38000000	213
chr22	19000000	39000000	1
chr22	20000000	39000000	1
chr22	22000000	39000000	2
chr22	39000000	39000000	223
chr22	21000000	40000000	1
chr22	22000000	40000000	3
chr22	23000000	40000000	2
chr22	24000000	40000000	1
chr22	30000000	40000000	3
chr22	39000000	40000000	4
chr22	40000000	40000000	200
chr22	37000000	41000000	1
chr22	39000000	41000000	3
chr22	40000000	41000000	5
chr22	41000000	41000000	231
chr22	20000000	42000000	1
chr22	23000000	42000000	2
chr22	29000000	42000000	1
chr22	30000000	42000000	1
chr22	37000000	42000000	1
chr22	39000000	42000000	2
chr22	40000000	42000000	3
chr22	41000000	42000000	3
chr22	42000000	42000000	217
chr22	22000000	43000000	2
chr22	24000000	43000000	2
chr22	25000000	43000000	1
chr22	31000000	43000000	1
chr22	42000000	43000000	3
chr22	43000000	43000000	206
chr22	19000000	44000000	4
chr22	25000000	44000000	1
chr22	28000000	44000000	1
chr22	35000000	44000000	1
chr22	37000000	44000000	1
chr22	38000000	44000000	2
chr22	43000000	44000000	4
chr22	44000000	44000000	218
chr22	18000000	45000000	1
chr22	21000000	45000000	1
chr22	25000000	45000000	1
chr22	43000000	45000000	1
chr22	44000000	45000000	1
chr22	45000000	45000000	227
chr22	34000000	46000000	1
chr22	37000000	46000000	1
chr22	44000000	46000000	5
chr22	45000000	46000000	9
chr22	46000000	46000000	196
chr22	25000000	47000000	1
chr22	35000000	47000000	4
chr22	44000000	47000000	6
chr22	45000000	47000000	1
chr22	46000000	47000000	4
chr22	47000000	47000000	225
chr22	27000000	48000000	1
chr22	33000000	48000000	1
chr22	34000000	48000000	4
chr22	35000000	48000000	4
chr22	37000000	48000000	1
chr22	45000000	48000000	2
chr22	46000000	48000000	3
chr22	47000000	48000000	5
chr22	48000000	48000000	220
chr22	33000000	49000000	5
chr22	34000000	49000000	1
chr22	36000000	49000000	1
chr22	40000000	49000000	1
chr22	41000000	49000000	1
chr22	43000000	49000000	1
chr22	44000000	49000000	4
chr22	47000000	49000000	1
chr22	48000000	49000000	3
chr22	49000000	49000000	231
chr22	23000000	50000000	1
chr22	31000000	50000000	1
chr22	33000000	50000000	1
chr22	37000000	50000000	1
chr22	38000000	50000000	1
chr22	44000000	50000000	1
chr22	49000000	50000000	1
chr22	50000000	50000000	198
chr22	41000000	51000000	1
chr22	51000000	51000000	42
