chr20	0	chr20	0	164
chr20	0	chr20	1000000	2
chr20	1000000	chr20	1000000	164
chr20	0	chr20	2000000	2
chr20	1000000	chr20	2000000	2
chr20	2000000	chr20	2000000	186
chr20	1000000	chr20	3000000	3
chr20	3000000	chr20	3000000	165
chr20	3000000	chr20	4000000	1
chr20	4000000	chr20	4000000	194
chr20	5000000	chr20	5000000	156
chr20	5000000	chr20	6000000	1
chr20	6000000	chr20	6000000	188
chr20	5000000	chr20	7000000	1
chr20	6000000	chr20	7000000	5
chr20	7000000	chr20	7000000	156
chr20	7000000	chr20	8000000	1
chr20	8000000	chr20	8000000	172
chr20	5000000	chr20	9000000	1
chr20	6000000	chr20	9000000	1
chr20	7000000	chr20	9000000	2
chr20	8000000	chr20	9000000	3
chr20	9000000	chr20	9000000	187
chr20	6000000	chr20	10000000	1
chr20	7000000	chr20	10000000	2
chr20	8000000	chr20	10000000	5
chr20	9000000	chr20	10000000	2
chr20	10000000	chr20	10000000	165
chr20	6000000	chr20	11000000	1
chr20	7000000	chr20	11000000	4
chr20	9000000	chr20	11000000	2
chr20	10000000	chr20	11000000	4
chr20	11000000	chr20	11000000	143
chr20	7000000	chr20	12000000	2
chr20	9000000	chr20	12000000	2
chr20	11000000	chr20	12000000	9
chr20	12000000	chr20	12000000	161
chr20	11000000	chr20	13000000	2
chr20	12000000	chr20	13000000	5
chr20	13000000	chr20	13000000	179
chr20	2000000	chr20	14000000	1
chr20	5000000	chr20	14000000	1
chr20	14000000	chr20	14000000	155
chr20	11000000	chr20	15000000	1
chr20	13000000	chr20	15000000	2
chr20	14000000	chr20	15000000	5
chr20	15000000	chr20	15000000	168
chr20	5000000	chr20	16000000	2
chr20	13000000	chr20	16000000	3
chr20	14000000	chr20	16000000	2
chr20	15000000	chr20	16000000	2
chr20	16000000	chr20	16000000	210
chr20	5000000	chr20	17000000	3
chr20	11000000	chr20	17000000	1
chr20	16000000	chr20	17000000	2
chr20	17000000	chr20	17000000	180
chr20	6000000	chr20	18000000	1
chr20	16000000	chr20	18000000	1
chr20	17000000	chr20	18000000	1
chr20	18000000	chr20	18000000	174
chr20	5000000	chr20	19000000	1
chr20	17000000	chr20	19000000	2
chr20	18000000	chr20	19000000	4
chr20	19000000	chr20	19000000	156
chr20	5000000	chr20	20000000	2
chr20	18000000	chr20	20000000	1
chr20	19000000	chr20	20000000	1
chr20	20000000	chr20	20000000	165
chr20	20000000	chr20	21000000	3
chr20	21000000	chr20	21000000	155
chr20	2000000	chr20	22000000	1
chr20	20000000	chr20	22000000	1
chr20	21000000	chr20	22000000	1
chr20	22000000	chr20	22000000	168
chr20	21000000	chr20	23000000	1
chr20	22000000	chr20	23000000	3
chr20	23000000	chr20	23000000	184
chr20	21000000	chr20	24000000	1
chr20	24000000	chr20	24000000	155
chr20	22000000	chr20	25000000	2
chr20	24000000	chr20	25000000	3
chr20	25000000	chr20	25000000	141
chr20	26000000	chr20	26000000	35
chr20	25000000	chr20	29000000	2
chr20	29000000	chr20	29000000	55
chr20	30000000	chr20	30000000	176
chr20	30000000	chr20	31000000	1
chr20	31000000	chr20	31000000	161
chr20	3000000	chr20	32000000	2
chr20	31000000	chr20	32000000	3
chr20	32000000	chr20	32000000	171
chr20	21000000	chr20	33000000	1
chr20	30000000	chr20	33000000	1
chr20	31000000	chr20	33000000	1
chr20	33000000	chr20	33000000	172
chr20	3000000	chr20	34000000	1
chr20	4000000	chr20	34000000	2
chr20	33000000	chr20	34000000	1
chr20	34000000	chr20	34000000	151
chr20	4000000	chr20	35000000	1
chr20	33000000	chr20	35000000	2
chr20	34000000	chr20	35000000	2
chr20	35000000	chr20	35000000	169
chr20	34000000	chr20	36000000	3
chr20	35000000	chr20	36000000	4
chr20	36000000	chr20	36000000	165
chr20	36000000	chr20	37000000	3
chr20	37000000	chr20	37000000	159
chr20	6000000	chr20	38000000	2
chr20	37000000	chr20	38000000	1
chr20	38000000	chr20	38000000	167
chr20	37000000	chr20	39000000	1
chr20	38000000	chr20	39000000	3
chr20	39000000	chr20	39000000	189
chr20	3000000	chr20	40000000	5
chr20	37000000	chr20	40000000	1
chr20	38000000	chr20	40000000	2
chr20	40000000	chr20	40000000	177
chr20	3000000	chr20	41000000	1
chr20	38000000	chr20	41000000	2
chr20	39000000	chr20	41000000	1
chr20	40000000	chr20	41000000	3
chr20	41000000	chr20	41000000	154
chr20	39000000	chr20	42000000	2
chr20	40000000	chr20	42000000	2
chr20	41000000	chr20	42000000	3
chr20	42000000	chr20	42000000	180
chr20	3000000	chr20	43000000	1
chr20	4000000	chr20	43000000	1
chr20	40000000	chr20	43000000	1
chr20	41000000	chr20	43000000	1
chr20	42000000	chr20	43000000	4
chr20	43000000	chr20	43000000	187
chr20	0	chr20	44000000	1
chr20	19000000	chr20	44000000	1
chr20	33000000	chr20	44000000	1
chr20	40000000	chr20	44000000	4
chr20	43000000	chr20	44000000	2
chr20	44000000	chr20	44000000	193
chr20	45000000	chr20	45000000	180
chr20	14000000	chr20	46000000	1
chr20	45000000	chr20	46000000	13
chr20	46000000	chr20	46000000	159
chr20	3000000	chr20	47000000	1
chr20	37000000	chr20	47000000	1
chr20	45000000	chr20	47000000	2
chr20	46000000	chr20	47000000	7
chr20	47000000	chr20	47000000	164
chr20	47000000	chr20	48000000	2
chr20	48000000	chr20	48000000	176
chr20	11000000	chr20	49000000	1
chr20	12000000	chr20	49000000	1
chr20	39000000	chr20	49000000	2
chr20	45000000	chr20	49000000	3
chr20	48000000	chr20	49000000	1
chr20	49000000	chr20	49000000	183
chr20	30000000	chr20	50000000	1
chr20	33000000	chr20	50000000	1
chr20	47000000	chr20	50000000	1
chr20	49000000	chr20	50000000	1
chr20	50000000	chr20	50000000	157
chr20	12000000	chr20	51000000	2
chr20	13000000	chr20	51000000	1
chr20	15000000	chr20	51000000	1
chr20	16000000	chr20	51000000	1
chr20	45000000	chr20	51000000	2
chr20	49000000	chr20	51000000	1
chr20	50000000	chr20	51000000	3
chr20	51000000	chr20	51000000	164
chr20	15000000	chr20	52000000	1
chr20	50000000	chr20	52000000	1
chr20	51000000	chr20	52000000	1
chr20	52000000	chr20	52000000	148
chr20	41000000	chr20	53000000	1
chr20	45000000	chr20	53000000	3
chr20	48000000	chr20	53000000	1
chr20	53000000	chr20	53000000	186
chr20	41000000	chr20	54000000	1
chr20	48000000	chr20	54000000	1
chr20	51000000	chr20	54000000	2
chr20	52000000	chr20	54000000	1
chr20	53000000	chr20	54000000	4
chr20	54000000	chr20	54000000	164
chr20	13000000	chr20	55000000	1
chr20	36000000	chr20	55000000	1
chr20	47000000	chr20	55000000	1
chr20	48000000	chr20	55000000	3
chr20	53000000	chr20	55000000	2
chr20	54000000	chr20	55000000	2
chr20	55000000	chr20	55000000	211
chr20	48000000	chr20	56000000	3
chr20	53000000	chr20	56000000	1
chr20	55000000	chr20	56000000	2
chr20	56000000	chr20	56000000	178
chr20	4000000	chr20	57000000	1
chr20	31000000	chr20	57000000	1
chr20	37000000	chr20	57000000	1
chr20	48000000	chr20	57000000	1
chr20	55000000	chr20	57000000	1
chr20	56000000	chr20	57000000	5
chr20	57000000	chr20	57000000	180
chr20	32000000	chr20	58000000	1
chr20	34000000	chr20	58000000	1
chr20	42000000	chr20	58000000	1
chr20	44000000	chr20	58000000	1
chr20	56000000	chr20	58000000	1
chr20	58000000	chr20	58000000	200
chr20	34000000	chr20	59000000	1
chr20	40000000	chr20	59000000	1
chr20	56000000	chr20	59000000	2
chr20	57000000	chr20	59000000	4
chr20	58000000	chr20	59000000	1
chr20	59000000	chr20	59000000	177
chr20	32000000	chr20	60000000	2
chr20	34000000	chr20	60000000	1
chr20	35000000	chr20	60000000	1
chr20	38000000	chr20	60000000	1
chr20	55000000	chr20	60000000	1
chr20	57000000	chr20	60000000	1
chr20	58000000	chr20	60000000	3
chr20	59000000	chr20	60000000	3
chr20	60000000	chr20	60000000	163
chr20	31000000	chr20	61000000	1
chr20	33000000	chr20	61000000	1
chr20	61000000	chr20	61000000	153
chr20	3000000	chr20	62000000	1
chr20	31000000	chr20	62000000	2
chr20	61000000	chr20	62000000	5
chr20	62000000	chr20	62000000	156
