chr20	0	chr20	0	217
chr20	1000000	chr20	1000000	222
chr20	1000000	chr20	2000000	5
chr20	2000000	chr20	2000000	251
chr20	2000000	chr20	3000000	1
chr20	3000000	chr20	3000000	228
chr20	3000000	chr20	4000000	3
chr20	4000000	chr20	4000000	260
chr20	4000000	chr20	5000000	1
chr20	5000000	chr20	5000000	197
chr20	6000000	chr20	6000000	232
chr20	4000000	chr20	7000000	1
chr20	5000000	chr20	7000000	2
chr20	6000000	chr20	7000000	3
chr20	7000000	chr20	7000000	202
chr20	6000000	chr20	8000000	2
chr20	7000000	chr20	8000000	5
chr20	8000000	chr20	8000000	256
chr20	6000000	chr20	9000000	1
chr20	8000000	chr20	9000000	2
chr20	9000000	chr20	9000000	209
chr20	8000000	chr20	10000000	1
chr20	9000000	chr20	10000000	7
chr20	10000000	chr20	10000000	228
chr20	8000000	chr20	11000000	1
chr20	9000000	chr20	11000000	1
chr20	10000000	chr20	11000000	12
chr20	11000000	chr20	11000000	224
chr20	9000000	chr20	12000000	9
chr20	10000000	chr20	12000000	2
chr20	11000000	chr20	12000000	4
chr20	12000000	chr20	12000000	228
chr20	9000000	chr20	13000000	2
chr20	10000000	chr20	13000000	3
chr20	11000000	chr20	13000000	5
chr20	12000000	chr20	13000000	1
chr20	13000000	chr20	13000000	205
chr20	14000000	chr20	14000000	256
chr20	12000000	chr20	15000000	1
chr20	14000000	chr20	15000000	2
chr20	15000000	chr20	15000000	226
chr20	15000000	chr20	16000000	1
chr20	16000000	chr20	16000000	242
chr20	14000000	chr20	17000000	1
chr20	16000000	chr20	17000000	4
chr20	17000000	chr20	17000000	236
chr20	11000000	chr20	18000000	1
chr20	16000000	chr20	18000000	2
chr20	17000000	chr20	18000000	2
chr20	18000000	chr20	18000000	224
chr20	14000000	chr20	19000000	1
chr20	15000000	chr20	19000000	4
chr20	19000000	chr20	19000000	243
chr20	18000000	chr20	20000000	3
chr20	19000000	chr20	20000000	7
chr20	20000000	chr20	20000000	234
chr20	13000000	chr20	21000000	1
chr20	19000000	chr20	21000000	1
chr20	20000000	chr20	21000000	8
chr20	21000000	chr20	21000000	230
chr20	18000000	chr20	22000000	1
chr20	20000000	chr20	22000000	6
chr20	21000000	chr20	22000000	2
chr20	22000000	chr20	22000000	240
chr20	21000000	chr20	23000000	2
chr20	22000000	chr20	23000000	6
chr20	23000000	chr20	23000000	244
chr20	22000000	chr20	24000000	1
chr20	23000000	chr20	24000000	6
chr20	24000000	chr20	24000000	238
chr20	6000000	chr20	25000000	1
chr20	7000000	chr20	25000000	1
chr20	19000000	chr20	25000000	2
chr20	20000000	chr20	25000000	1
chr20	23000000	chr20	25000000	2
chr20	24000000	chr20	25000000	6
chr20	25000000	chr20	25000000	194
chr20	22000000	chr20	26000000	1
chr20	24000000	chr20	26000000	1
chr20	25000000	chr20	26000000	1
chr20	26000000	chr20	26000000	33
chr20	25000000	chr20	29000000	4
chr20	29000000	chr20	29000000	90
chr20	20000000	chr20	30000000	2
chr20	30000000	chr20	30000000	222
chr20	30000000	chr20	31000000	3
chr20	31000000	chr20	31000000	248
chr20	31000000	chr20	32000000	2
chr20	32000000	chr20	32000000	221
chr20	31000000	chr20	33000000	2
chr20	32000000	chr20	33000000	3
chr20	33000000	chr20	33000000	253
chr20	32000000	chr20	34000000	2
chr20	33000000	chr20	34000000	6
chr20	34000000	chr20	34000000	201
chr20	31000000	chr20	35000000	2
chr20	33000000	chr20	35000000	2
chr20	34000000	chr20	35000000	4
chr20	35000000	chr20	35000000	213
chr20	33000000	chr20	36000000	4
chr20	34000000	chr20	36000000	1
chr20	35000000	chr20	36000000	3
chr20	36000000	chr20	36000000	262
chr20	31000000	chr20	37000000	3
chr20	36000000	chr20	37000000	2
chr20	37000000	chr20	37000000	258
chr20	31000000	chr20	38000000	2
chr20	36000000	chr20	38000000	1
chr20	37000000	chr20	38000000	1
chr20	38000000	chr20	38000000	258
chr20	7000000	chr20	39000000	1
chr20	37000000	chr20	39000000	3
chr20	38000000	chr20	39000000	5
chr20	39000000	chr20	39000000	232
chr20	38000000	chr20	40000000	2
chr20	39000000	chr20	40000000	1
chr20	40000000	chr20	40000000	226
chr20	31000000	chr20	41000000	1
chr20	38000000	chr20	41000000	1
chr20	40000000	chr20	41000000	6
chr20	41000000	chr20	41000000	261
chr20	3000000	chr20	42000000	1
chr20	39000000	chr20	42000000	2
chr20	40000000	chr20	42000000	2
chr20	41000000	chr20	42000000	1
chr20	42000000	chr20	42000000	225
chr20	37000000	chr20	43000000	3
chr20	38000000	chr20	43000000	4
chr20	39000000	chr20	43000000	1
chr20	42000000	chr20	43000000	6
chr20	43000000	chr20	43000000	269
chr20	37000000	chr20	44000000	1
chr20	43000000	chr20	44000000	1
chr20	44000000	chr20	44000000	251
chr20	31000000	chr20	45000000	1
chr20	36000000	chr20	45000000	1
chr20	37000000	chr20	45000000	2
chr20	44000000	chr20	45000000	7
chr20	45000000	chr20	45000000	256
chr20	31000000	chr20	46000000	1
chr20	37000000	chr20	46000000	1
chr20	38000000	chr20	46000000	2
chr20	44000000	chr20	46000000	1
chr20	45000000	chr20	46000000	9
chr20	46000000	chr20	46000000	235
chr20	30000000	chr20	47000000	2
chr20	33000000	chr20	47000000	1
chr20	36000000	chr20	47000000	1
chr20	37000000	chr20	47000000	3
chr20	44000000	chr20	47000000	1
chr20	45000000	chr20	47000000	5
chr20	46000000	chr20	47000000	15
chr20	47000000	chr20	47000000	230
chr20	30000000	chr20	48000000	1
chr20	37000000	chr20	48000000	1
chr20	41000000	chr20	48000000	1
chr20	44000000	chr20	48000000	1
chr20	45000000	chr20	48000000	1
chr20	46000000	chr20	48000000	1
chr20	47000000	chr20	48000000	2
chr20	48000000	chr20	48000000	225
chr20	30000000	chr20	49000000	3
chr20	40000000	chr20	49000000	1
chr20	41000000	chr20	49000000	1
chr20	42000000	chr20	49000000	5
chr20	48000000	chr20	49000000	5
chr20	49000000	chr20	49000000	252
chr20	15000000	chr20	50000000	1
chr20	17000000	chr20	50000000	1
chr20	30000000	chr20	50000000	1
chr20	37000000	chr20	50000000	1
chr20	38000000	chr20	50000000	1
chr20	39000000	chr20	50000000	1
chr20	42000000	chr20	50000000	1
chr20	49000000	chr20	50000000	6
chr20	50000000	chr20	50000000	229
chr20	30000000	chr20	51000000	1
chr20	40000000	chr20	51000000	1
chr20	41000000	chr20	51000000	2
chr20	49000000	chr20	51000000	3
chr20	50000000	chr20	51000000	1
chr20	51000000	chr20	51000000	255
chr20	31000000	chr20	52000000	1
chr20	33000000	chr20	52000000	1
chr20	38000000	chr20	52000000	1
chr20	40000000	chr20	52000000	2
chr20	41000000	chr20	52000000	3
chr20	50000000	chr20	52000000	4
chr20	51000000	chr20	52000000	3
chr20	52000000	chr20	52000000	221
chr20	14000000	chr20	53000000	3
chr20	18000000	chr20	53000000	1
chr20	19000000	chr20	53000000	2
chr20	42000000	chr20	53000000	5
chr20	43000000	chr20	53000000	2
chr20	50000000	chr20	53000000	1
chr20	53000000	chr20	53000000	221
chr20	18000000	chr20	54000000	1
chr20	36000000	chr20	54000000	1
chr20	41000000	chr20	54000000	1
chr20	42000000	chr20	54000000	2
chr20	43000000	chr20	54000000	2
chr20	50000000	chr20	54000000	1
chr20	51000000	chr20	54000000	1
chr20	53000000	chr20	54000000	4
chr20	54000000	chr20	54000000	224
chr20	37000000	chr20	55000000	5
chr20	41000000	chr20	55000000	1
chr20	42000000	chr20	55000000	1
chr20	43000000	chr20	55000000	1
chr20	51000000	chr20	55000000	1
chr20	54000000	chr20	55000000	1
chr20	55000000	chr20	55000000	245
chr20	31000000	chr20	56000000	2
chr20	36000000	chr20	56000000	2
chr20	48000000	chr20	56000000	5
chr20	49000000	chr20	56000000	1
chr20	50000000	chr20	56000000	1
chr20	53000000	chr20	56000000	1
chr20	55000000	chr20	56000000	7
chr20	56000000	chr20	56000000	281
chr20	36000000	chr20	57000000	1
chr20	37000000	chr20	57000000	2
chr20	47000000	chr20	57000000	1
chr20	52000000	chr20	57000000	1
chr20	53000000	chr20	57000000	1
chr20	55000000	chr20	57000000	8
chr20	56000000	chr20	57000000	6
chr20	57000000	chr20	57000000	261
chr20	30000000	chr20	58000000	3
chr20	31000000	chr20	58000000	1
chr20	33000000	chr20	58000000	1
chr20	37000000	chr20	58000000	3
chr20	39000000	chr20	58000000	2
chr20	41000000	chr20	58000000	1
chr20	49000000	chr20	58000000	2
chr20	50000000	chr20	58000000	1
chr20	51000000	chr20	58000000	3
chr20	52000000	chr20	58000000	3
chr20	55000000	chr20	58000000	1
chr20	58000000	chr20	58000000	230
chr20	29000000	chr20	59000000	1
chr20	30000000	chr20	59000000	4
chr20	39000000	chr20	59000000	1
chr20	42000000	chr20	59000000	4
chr20	43000000	chr20	59000000	1
chr20	51000000	chr20	59000000	1
chr20	52000000	chr20	59000000	2
chr20	53000000	chr20	59000000	2
chr20	55000000	chr20	59000000	2
chr20	58000000	chr20	59000000	4
chr20	59000000	chr20	59000000	254
chr20	40000000	chr20	60000000	2
chr20	41000000	chr20	60000000	2
chr20	42000000	chr20	60000000	3
chr20	43000000	chr20	60000000	3
chr20	49000000	chr20	60000000	2
chr20	51000000	chr20	60000000	1
chr20	54000000	chr20	60000000	2
chr20	55000000	chr20	60000000	2
chr20	58000000	chr20	60000000	2
chr20	59000000	chr20	60000000	1
chr20	60000000	chr20	60000000	262
chr20	31000000	chr20	61000000	1
